Q1A,Q6A,Q8A,Q11A,Q12A,Q14A,Q18A,stress_score,stress_label
3,3,2,3,3,2,3,19,High
3,3,2,2,2,4,2,18,Moderate
4,2,2,4,4,2,4,22,High
2,4,2,4,3,3,4,22,High
4,4,4,4,4,4,4,28,High
2,2,1,2,1,1,2,11,Moderate
4,4,1,1,4,2,2,18,Moderate
2,2,2,2,3,1,1,13,Moderate
4,2,3,3,3,3,3,21,High
4,2,2,4,1,2,2,17,Moderate
2,2,4,3,2,3,2,18,Moderate
1,2,2,1,2,2,1,11,Moderate
3,3,1,4,3,4,1,19,High
2,1,1,2,1,2,2,11,Moderate
4,4,3,4,3,3,4,25,High
2,1,1,2,1,2,2,11,Moderate
3,2,4,3,4,3,1,20,High
3,3,3,2,3,4,4,22,High
2,3,3,2,2,2,4,18,Moderate
1,2,2,3,2,1,2,13,Moderate
2,2,1,2,1,2,2,12,Moderate
3,2,2,2,1,1,3,14,Moderate
3,2,3,3,3,4,1,19,High
3,4,4,4,2,4,2,23,High
3,4,2,2,3,1,2,17,Moderate
3,3,4,2,4,1,3,20,High
3,3,3,3,2,3,4,21,High
1,1,1,1,1,1,1,7,Low
4,4,4,4,2,4,4,26,High
2,2,4,3,3,2,2,18,Moderate
3,3,3,4,4,4,2,23,High
3,4,3,2,3,3,2,20,High
3,2,2,3,3,2,2,17,Moderate
3,2,2,2,1,2,2,14,Moderate
2,1,2,1,2,2,1,11,Moderate
2,2,1,2,1,2,3,13,Moderate
2,3,2,3,1,3,3,17,Moderate
1,2,1,2,1,1,2,10,Moderate
4,4,3,3,4,2,3,23,High
2,2,2,3,2,3,2,16,Moderate
1,2,1,2,1,2,1,10,Moderate
4,4,3,3,4,4,4,26,High
4,4,4,4,4,1,1,22,High
2,2,2,3,3,4,3,19,High
3,3,3,3,2,3,3,20,High
2,1,1,2,2,3,3,14,Moderate
4,4,4,4,4,4,4,28,High
1,2,1,1,2,4,1,12,Moderate
2,2,3,3,2,2,2,16,Moderate
1,1,2,2,2,2,1,11,Moderate
4,4,3,4,3,4,2,24,High
2,2,2,2,2,2,2,14,Moderate
3,3,3,4,3,4,2,22,High
1,2,1,1,1,2,1,9,Low
3,4,3,1,2,4,1,18,Moderate
1,2,2,1,1,1,2,10,Moderate
3,2,1,2,4,1,3,16,Moderate
2,4,2,2,2,4,2,18,Moderate
3,3,3,3,3,3,2,20,High
3,2,3,4,2,3,3,20,High
4,3,3,4,3,4,2,23,High
2,2,1,3,1,3,2,14,Moderate
4,4,3,4,3,1,3,22,High
3,3,4,3,4,2,2,21,High
2,2,2,3,2,3,3,17,Moderate
2,3,2,3,2,3,2,17,Moderate
3,4,2,3,4,4,4,24,High
1,1,1,2,1,1,1,8,Low
3,3,4,1,1,3,4,19,High
4,3,3,4,4,4,3,25,High
3,2,3,3,3,2,2,18,Moderate
4,3,4,4,3,4,4,26,High
3,1,1,2,2,1,3,13,Moderate
2,1,1,1,1,1,1,8,Low
2,3,3,2,4,1,2,17,Moderate
2,2,3,1,1,3,1,13,Moderate
3,2,2,4,2,4,4,21,High
3,2,4,2,3,2,2,18,Moderate
3,3,2,3,2,1,2,16,Moderate
2,2,2,4,3,1,2,16,Moderate
3,4,2,2,2,4,2,19,High
1,2,1,1,1,2,2,10,Moderate
2,1,1,2,2,1,1,10,Moderate
4,2,4,2,4,4,4,24,High
4,2,3,3,2,3,2,19,High
2,2,3,3,2,3,1,16,Moderate
4,4,4,4,3,4,4,27,High
1,2,2,1,2,2,3,13,Moderate
2,2,2,2,3,1,1,13,Moderate
4,4,4,4,4,4,4,28,High
3,3,4,3,4,4,3,24,High
4,4,4,4,4,4,4,28,High
4,4,3,4,2,2,3,22,High
1,2,4,3,3,2,1,16,Moderate
2,1,2,2,2,2,1,12,Moderate
3,4,4,4,2,4,3,24,High
1,1,2,1,1,1,4,11,Moderate
3,2,4,3,4,3,2,21,High
4,4,4,4,1,1,4,22,High
4,4,2,4,2,1,4,21,High
2,1,2,2,2,2,2,13,Moderate
4,4,4,3,4,3,4,26,High
2,1,1,1,2,2,2,11,Moderate
4,4,2,4,2,4,4,24,High
4,4,3,4,3,3,4,25,High
3,3,2,3,3,3,1,18,Moderate
2,2,1,2,2,2,2,13,Moderate
3,2,4,2,4,4,3,22,High
3,4,3,4,3,3,3,23,High
3,4,3,3,1,4,2,20,High
3,3,2,2,2,2,3,17,Moderate
3,4,3,4,3,3,4,24,High
2,2,2,2,2,3,2,15,Moderate
4,3,4,4,4,4,4,27,High
3,3,2,1,2,2,4,17,Moderate
2,3,1,2,3,1,2,14,Moderate
4,4,4,4,4,1,4,25,High
2,2,2,2,2,3,3,16,Moderate
2,2,3,2,2,2,2,15,Moderate
1,1,4,1,4,4,1,16,Moderate
4,4,4,4,3,4,4,27,High
3,4,3,4,4,3,1,22,High
3,2,3,3,1,2,3,17,Moderate
1,2,1,2,2,3,2,13,Moderate
2,2,4,3,2,2,3,18,Moderate
2,2,1,4,4,3,3,19,High
1,2,4,3,4,1,2,17,Moderate
1,1,2,2,2,1,3,12,Moderate
1,1,1,3,1,4,2,13,Moderate
4,3,4,2,3,1,4,21,High
4,4,3,4,3,3,4,25,High
2,1,1,2,1,2,2,11,Moderate
4,1,3,4,3,4,3,22,High
1,2,1,1,1,1,1,8,Low
2,2,1,1,1,2,2,11,Moderate
2,1,2,2,1,2,2,12,Moderate
2,2,2,2,3,2,3,16,Moderate
4,4,3,4,4,4,4,27,High
3,2,3,2,2,4,2,18,Moderate
2,2,2,3,2,2,2,15,Moderate
2,3,2,3,1,3,3,17,Moderate
2,2,2,2,3,3,3,17,Moderate
3,3,1,2,2,1,3,15,Moderate
3,4,2,2,1,2,4,18,Moderate
1,1,1,1,1,2,1,8,Low
1,3,2,2,2,2,2,14,Moderate
1,2,1,1,1,3,1,10,Moderate
4,2,4,3,3,4,4,24,High
2,1,2,2,1,1,1,10,Moderate
4,4,1,3,1,2,4,19,High
2,1,2,2,2,1,2,12,Moderate
1,1,1,2,1,2,2,10,Moderate
3,3,3,4,3,3,3,22,High
2,2,3,2,4,4,4,21,High
3,3,3,2,4,2,3,20,High
4,4,4,4,4,4,3,27,High
2,1,2,4,2,2,2,15,Moderate
4,4,3,4,2,1,3,21,High
3,1,2,2,1,1,3,13,Moderate
3,3,3,3,1,2,2,17,Moderate
2,2,2,2,2,2,2,14,Moderate
4,4,4,4,3,4,4,27,High
1,2,2,1,2,1,1,10,Moderate
4,3,4,4,4,3,4,26,High
3,3,2,2,2,2,2,16,Moderate
3,3,3,3,2,2,2,18,Moderate
2,4,1,3,3,2,3,18,Moderate
1,1,2,1,2,2,1,10,Moderate
1,1,4,1,3,3,1,14,Moderate
4,4,4,4,4,1,1,22,High
2,2,2,2,2,2,1,13,Moderate
3,3,2,3,3,3,3,20,High
4,3,4,4,4,1,1,21,High
2,2,4,3,3,1,2,17,Moderate
3,3,2,2,3,2,2,17,Moderate
2,2,1,2,2,1,1,11,Moderate
2,2,4,2,2,2,1,15,Moderate
2,2,4,2,1,3,2,16,Moderate
1,1,2,1,1,1,1,8,Low
2,1,2,4,1,3,1,14,Moderate
4,2,4,4,3,4,3,24,High
4,4,2,4,4,4,4,26,High
3,2,2,3,3,2,3,18,Moderate
1,2,1,1,1,2,2,10,Moderate
4,4,4,4,3,4,4,27,High
3,4,4,4,1,1,3,20,High
2,2,3,2,3,3,2,17,Moderate
2,1,2,2,1,2,3,13,Moderate
4,2,2,2,3,2,2,17,Moderate
4,4,3,4,4,3,1,23,High
2,3,3,1,3,1,4,17,Moderate
2,1,1,1,1,4,1,11,Moderate
2,4,4,3,4,3,2,22,High
2,1,4,3,1,2,1,14,Moderate
1,1,1,2,1,1,1,8,Low
1,1,2,1,1,4,1,11,Moderate
3,4,4,3,2,3,2,21,High
3,2,2,1,1,4,2,15,Moderate
4,4,4,4,4,4,4,28,High
3,4,3,3,2,2,2,19,High
2,3,3,4,3,2,4,21,High
3,1,2,3,1,1,3,14,Moderate
2,2,1,1,1,2,2,11,Moderate
2,3,2,4,2,1,3,17,Moderate
2,3,4,2,2,2,3,18,Moderate
2,2,1,4,3,4,3,19,High
3,4,3,4,4,4,4,26,High
4,4,4,4,4,4,4,28,High
3,4,1,3,4,1,1,17,Moderate
3,3,2,3,2,4,4,21,High
4,4,4,3,2,3,4,24,High
3,2,4,4,2,1,3,19,High
4,4,3,4,3,3,3,24,High
1,2,1,1,1,1,2,9,Low
3,3,4,3,1,3,4,21,High
2,2,2,2,2,4,2,16,Moderate
1,1,3,2,1,1,1,10,Moderate
1,2,4,2,3,2,1,15,Moderate
2,2,2,2,2,2,2,14,Moderate
2,2,1,2,3,2,2,14,Moderate
2,2,2,3,3,4,4,20,High
4,3,3,4,4,4,2,24,High
3,3,2,3,3,1,3,18,Moderate
3,2,3,4,3,3,3,21,High
4,4,3,4,4,4,3,26,High
1,1,2,2,1,3,1,11,Moderate
4,1,3,4,2,4,3,21,High
2,3,2,2,3,3,4,19,High
2,2,2,3,2,2,3,16,Moderate
2,3,1,3,1,2,2,14,Moderate
3,3,1,3,2,1,2,15,Moderate
2,4,4,1,2,4,1,18,Moderate
4,4,4,4,4,4,4,28,High
1,3,2,3,2,1,1,13,Moderate
2,1,2,4,4,2,4,19,High
4,3,1,3,3,2,2,18,Moderate
4,4,4,4,4,4,4,28,High
3,3,4,4,3,4,4,25,High
4,4,3,4,3,4,4,26,High
2,1,1,2,4,2,2,14,Moderate
4,2,2,4,2,2,3,19,High
4,2,2,2,1,4,2,17,Moderate
3,4,4,4,3,3,1,22,High
4,4,4,4,4,4,4,28,High
2,2,2,2,2,4,3,17,Moderate
4,4,3,3,3,4,4,25,High
4,4,4,4,4,2,4,26,High
2,2,3,4,3,4,1,19,High
4,3,3,4,1,2,4,21,High
2,2,1,3,3,2,3,16,Moderate
2,4,4,4,4,4,3,25,High
4,4,4,4,4,4,3,27,High
3,3,3,3,2,3,2,19,High
1,2,1,1,1,1,2,9,Low
2,2,1,1,2,2,2,12,Moderate
4,2,4,4,3,3,1,21,High
4,4,3,4,4,4,4,27,High
3,1,2,4,2,1,2,15,Moderate
3,2,2,3,4,3,3,20,High
4,4,2,4,3,4,4,25,High
3,4,2,2,1,4,4,20,High
3,2,4,4,2,1,1,17,Moderate
4,4,3,4,2,4,3,24,High
3,3,2,3,1,4,1,17,Moderate
2,2,3,3,3,1,3,17,Moderate
3,3,3,3,3,3,2,20,High
3,2,3,4,3,4,2,21,High
2,2,2,2,2,2,2,14,Moderate
1,4,3,1,3,4,3,19,High
4,3,2,3,3,2,3,20,High
3,3,2,3,2,2,3,18,Moderate
3,2,2,3,3,2,3,18,Moderate
3,2,2,3,2,2,3,17,Moderate
2,3,2,2,3,4,2,18,Moderate
4,3,4,4,3,4,4,26,High
2,2,2,2,2,2,2,14,Moderate
3,2,2,3,2,3,2,17,Moderate
2,2,2,2,2,3,2,15,Moderate
2,1,2,2,2,2,2,13,Moderate
2,2,2,2,2,2,1,13,Moderate
3,3,3,3,2,3,4,21,High
2,3,3,3,1,4,2,18,Moderate
3,2,2,4,2,3,2,18,Moderate
4,4,4,4,4,4,2,26,High
1,2,1,1,1,2,2,10,Moderate
4,4,4,4,3,3,4,26,High
4,4,2,2,1,4,4,21,High
2,2,1,4,3,3,1,16,Moderate
2,4,4,4,4,4,2,24,High
2,4,3,3,2,4,2,20,High
4,4,4,4,4,4,4,28,High
3,3,4,4,4,4,4,26,High
3,2,2,4,2,4,1,18,Moderate
4,2,2,3,3,1,4,19,High
2,2,3,3,2,2,2,16,Moderate
4,2,4,4,2,4,2,22,High
3,3,4,4,3,2,2,21,High
2,3,2,3,2,2,2,16,Moderate
4,4,2,3,2,4,4,23,High
4,4,4,4,2,1,4,23,High
2,1,2,2,1,3,2,13,Moderate
3,1,2,3,1,1,1,12,Moderate
2,3,2,2,3,3,1,16,Moderate
2,2,1,4,2,2,1,14,Moderate
4,3,4,4,3,4,3,25,High
4,2,3,4,4,4,4,25,High
2,1,2,4,2,4,4,19,High
4,4,2,2,4,4,1,21,High
2,4,3,2,2,2,3,18,Moderate
1,1,1,1,1,2,1,8,Low
2,1,2,2,3,2,2,14,Moderate
4,4,3,3,3,4,4,25,High
4,4,4,4,4,3,4,27,High
2,2,3,3,2,2,1,15,Moderate
4,4,4,4,4,4,4,28,High
4,3,4,4,1,4,3,23,High
4,4,3,4,4,3,3,25,High
4,4,3,4,4,1,4,24,High
4,4,3,4,2,3,4,24,High
2,2,3,1,1,3,2,14,Moderate
3,4,2,4,2,3,3,21,High
3,4,3,4,2,1,4,21,High
4,4,3,4,3,2,1,21,High
2,2,2,3,3,1,2,15,Moderate
2,3,2,2,3,3,3,18,Moderate
4,3,3,4,3,2,2,21,High
3,4,4,4,4,2,3,24,High
2,3,3,2,2,4,2,18,Moderate
3,3,2,3,3,3,4,21,High
1,1,1,2,2,1,3,11,Moderate
2,1,1,2,1,1,2,10,Moderate
4,4,4,4,2,3,2,23,High
2,3,3,3,2,3,4,20,High
1,2,1,2,4,3,4,17,Moderate
1,1,2,2,2,2,2,12,Moderate
2,1,3,3,1,1,2,13,Moderate
3,3,2,4,3,4,4,23,High
4,3,4,4,4,4,4,27,High
2,3,2,3,2,3,2,17,Moderate
2,2,1,2,1,3,3,14,Moderate
4,4,2,4,3,4,4,25,High
1,3,4,2,4,1,4,19,High
1,1,2,2,1,1,2,10,Moderate
2,2,2,2,1,3,4,16,Moderate
2,4,4,2,4,4,2,22,High
3,1,2,2,1,3,1,13,Moderate
3,2,2,3,1,4,2,17,Moderate
2,2,2,2,2,2,3,15,Moderate
2,1,1,1,1,2,1,9,Low
3,2,2,4,2,3,4,20,High
4,4,4,3,2,2,4,23,High
4,4,2,4,1,4,4,23,High
2,3,2,3,2,2,1,15,Moderate
1,1,3,2,3,4,1,15,Moderate
3,3,1,3,2,3,2,17,Moderate
3,2,2,2,4,4,2,19,High
2,1,2,2,2,2,3,14,Moderate
3,2,1,2,1,1,3,13,Moderate
4,4,3,4,4,2,4,25,High
4,2,4,3,4,1,3,21,High
3,3,2,4,3,2,3,20,High
2,1,4,3,3,4,1,18,Moderate
3,3,3,3,3,3,2,20,High
2,1,2,2,1,2,2,12,Moderate
4,2,2,3,2,2,2,17,Moderate
4,2,1,4,4,4,4,23,High
4,3,2,4,2,2,3,20,High
3,2,2,3,2,1,2,15,Moderate
1,1,1,1,1,2,1,8,Low
3,4,3,4,3,3,3,23,High
2,3,3,2,3,2,2,17,Moderate
4,4,4,4,3,2,2,23,High
2,2,2,2,1,4,2,15,Moderate
2,3,3,3,3,2,2,18,Moderate
3,2,2,4,2,3,4,20,High
4,2,3,4,2,4,1,20,High
2,2,4,2,4,2,1,17,Moderate
2,1,1,3,4,1,1,13,Moderate
3,2,2,3,3,3,3,19,High
2,4,3,4,2,3,3,21,High
2,4,4,3,3,3,2,21,High
4,4,4,4,4,4,1,25,High
3,2,3,2,3,2,2,17,Moderate
4,3,3,3,3,4,1,21,High
4,3,2,4,2,3,1,19,High
3,4,4,4,4,4,4,27,High
2,1,2,1,1,2,1,10,Moderate
4,4,3,3,3,3,2,22,High
4,4,4,4,4,4,4,28,High
3,4,3,4,3,2,1,20,High
3,3,2,4,3,4,3,22,High
4,2,4,3,2,4,3,22,High
4,4,4,4,4,2,1,23,High
3,2,1,3,2,3,3,17,Moderate
3,2,2,3,1,2,2,15,Moderate
2,2,2,3,3,2,1,15,Moderate
2,2,1,1,1,2,1,10,Moderate
4,4,4,4,4,4,3,27,High
4,4,4,4,4,4,2,26,High
3,3,3,3,3,3,1,19,High
2,2,2,2,3,3,3,17,Moderate
1,1,1,2,1,1,3,10,Moderate
3,4,3,3,2,2,3,20,High
3,3,4,4,3,4,4,25,High
4,4,4,4,4,4,4,28,High
4,4,2,4,2,3,3,22,High
2,3,3,3,3,3,3,20,High
2,2,3,3,1,3,4,18,Moderate
4,3,4,4,4,4,4,27,High
1,2,2,2,2,1,1,11,Moderate
2,2,3,3,4,2,4,20,High
4,4,4,4,4,4,4,28,High
1,3,2,4,3,3,4,20,High
2,4,4,3,4,2,3,22,High
4,2,4,4,4,1,1,20,High
3,2,2,3,3,3,4,20,High
4,3,4,4,3,2,3,23,High
3,4,4,4,3,4,4,26,High
2,2,1,2,1,1,2,11,Moderate
2,2,2,3,2,2,2,15,Moderate
4,4,3,4,1,4,4,24,High
3,4,2,4,4,4,2,23,High
1,1,2,2,2,1,1,10,Moderate
4,3,4,4,3,2,3,23,High
2,1,3,2,2,4,4,18,Moderate
3,3,3,3,2,3,3,20,High
3,2,3,3,2,3,3,19,High
2,3,4,4,3,3,4,23,High
4,4,4,4,4,4,4,28,High
3,2,3,2,3,3,2,18,Moderate
3,3,4,3,3,1,1,18,Moderate
4,2,2,4,3,4,1,20,High
3,3,4,4,4,2,3,23,High
4,4,4,4,4,4,1,25,High
3,3,4,4,4,1,2,21,High
3,4,4,4,4,3,1,23,High
2,2,2,2,1,2,2,13,Moderate
3,1,2,2,3,3,1,15,Moderate
2,2,2,2,2,2,1,13,Moderate
2,2,4,2,1,2,2,15,Moderate
4,4,2,4,1,4,3,22,High
4,4,4,4,4,4,4,28,High
4,1,3,4,4,2,1,19,High
3,3,3,2,3,2,3,19,High
2,3,2,1,2,4,2,16,Moderate
4,3,2,3,3,4,3,22,High
1,3,2,2,3,1,2,14,Moderate
2,2,2,2,1,3,3,15,Moderate
2,2,2,2,4,4,2,18,Moderate
2,2,1,4,1,2,2,14,Moderate
4,1,4,4,3,4,3,23,High
3,3,2,1,2,3,2,16,Moderate
4,4,4,4,2,4,4,26,High
2,2,1,1,1,2,1,10,Moderate
4,3,2,4,2,2,2,19,High
4,3,3,4,4,4,4,26,High
3,2,3,3,3,3,4,21,High
3,2,2,3,2,3,4,19,High
2,2,3,2,2,1,2,14,Moderate
4,4,4,2,4,4,3,25,High
3,4,1,3,2,4,2,19,High
1,1,1,1,1,1,1,7,Low
4,4,2,4,2,2,2,20,High
4,4,4,4,4,4,3,27,High
2,3,2,2,2,1,2,14,Moderate
4,4,4,4,2,4,1,23,High
3,2,2,3,2,3,2,17,Moderate
2,1,1,1,1,1,1,8,Low
2,4,2,4,2,1,3,18,Moderate
1,3,4,1,2,4,2,17,Moderate
4,3,2,4,3,3,4,23,High
2,4,4,2,4,2,1,19,High
1,1,3,2,2,3,1,13,Moderate
3,1,4,3,3,3,2,19,High
1,1,2,2,1,2,1,10,Moderate
2,3,3,3,2,3,1,17,Moderate
2,3,2,2,1,2,2,14,Moderate
4,4,4,4,2,3,1,22,High
4,3,2,4,2,2,2,19,High
4,3,4,3,4,4,4,26,High
4,4,4,4,4,4,4,28,High
2,2,3,3,3,1,1,15,Moderate
4,4,4,4,4,3,4,27,High
2,2,4,3,2,2,3,18,Moderate
2,2,2,3,2,2,3,16,Moderate
4,4,2,4,2,3,2,21,High
3,3,3,3,2,1,2,17,Moderate
3,1,3,2,4,1,2,16,Moderate
4,3,1,4,2,3,2,19,High
2,1,1,1,1,1,1,8,Low
3,2,2,3,3,3,1,17,Moderate
3,2,3,3,2,1,2,16,Moderate
2,2,2,3,4,1,4,18,Moderate
4,4,2,4,3,4,3,24,High
2,2,2,2,1,2,3,14,Moderate
3,3,3,3,3,2,3,20,High
4,3,1,2,1,2,1,14,Moderate
1,1,1,1,2,2,3,11,Moderate
4,4,4,4,4,4,4,28,High
4,4,3,4,4,4,4,27,High
4,3,4,3,4,1,4,23,High
4,3,4,4,3,3,1,22,High
4,3,3,4,3,4,4,25,High
2,2,1,2,1,3,2,13,Moderate
2,3,3,2,3,2,2,17,Moderate
3,2,2,3,4,3,3,20,High
2,2,1,2,1,2,2,12,Moderate
2,1,1,2,1,2,1,10,Moderate
4,4,3,4,3,3,4,25,High
1,1,1,1,1,1,1,7,Low
1,1,3,2,3,1,1,12,Moderate
4,2,2,4,3,3,1,19,High
3,1,2,4,2,1,3,16,Moderate
3,2,2,3,3,2,2,17,Moderate
1,2,1,2,1,3,1,11,Moderate
3,3,4,4,4,4,4,26,High
2,1,3,1,2,1,3,13,Moderate
4,3,2,4,4,3,2,22,High
4,3,2,4,2,2,2,19,High
1,3,2,2,4,4,4,20,High
4,2,3,3,4,4,3,23,High
1,1,2,2,1,1,1,9,Low
4,4,4,4,4,3,4,27,High
4,4,3,4,1,3,3,22,High
4,3,2,4,4,4,4,25,High
3,4,3,4,3,3,2,22,High
4,3,2,4,3,3,3,22,High
2,2,3,3,2,3,3,18,Moderate
3,4,3,3,3,2,4,22,High
3,3,1,3,3,2,4,19,High
4,4,4,3,2,4,4,25,High
2,2,1,2,3,3,2,15,Moderate
3,3,2,2,1,3,3,17,Moderate
2,2,2,2,2,1,2,13,Moderate
2,2,1,2,2,2,1,12,Moderate
3,4,4,4,4,4,4,27,High
1,4,2,4,3,1,2,17,Moderate
2,3,3,3,4,4,3,22,High
4,4,2,4,2,2,2,20,High
3,2,2,2,1,2,1,13,Moderate
3,4,3,4,3,3,4,24,High
2,2,1,2,1,1,1,10,Moderate
2,1,2,1,2,2,1,11,Moderate
2,2,2,2,1,2,1,12,Moderate
2,1,2,1,4,2,2,14,Moderate
4,3,4,4,4,4,4,27,High
2,2,2,2,2,3,2,15,Moderate
4,3,4,4,3,4,4,26,High
2,1,2,2,2,1,1,11,Moderate
4,3,3,4,4,4,4,26,High
4,4,4,4,4,4,4,28,High
4,2,4,3,4,4,4,25,High
3,1,2,2,3,4,3,18,Moderate
4,4,3,3,3,2,4,23,High
4,2,4,4,3,4,3,24,High
2,3,2,4,4,2,2,19,High
3,2,2,4,2,2,3,18,Moderate
3,2,3,3,2,1,1,15,Moderate
2,2,3,3,4,1,4,19,High
4,4,2,4,1,1,4,20,High
2,1,1,4,1,1,1,11,Moderate
2,1,1,1,2,2,2,11,Moderate
3,4,3,4,3,3,2,22,High
3,3,4,3,4,3,4,24,High
3,3,2,4,1,2,4,19,High
2,3,2,2,2,3,1,15,Moderate
1,2,1,2,1,2,1,10,Moderate
4,4,4,4,4,4,4,28,High
3,3,2,3,3,2,3,19,High
3,4,2,4,1,3,2,19,High
2,1,2,2,3,2,1,13,Moderate
4,4,2,4,3,4,4,25,High
3,1,2,2,2,3,2,15,Moderate
2,4,4,2,4,4,3,23,High
4,4,4,4,4,4,3,27,High
2,1,1,2,1,2,2,11,Moderate
2,2,4,2,4,3,2,19,High
4,4,4,4,2,4,1,23,High
3,3,2,4,2,3,3,20,High
4,4,3,4,4,4,4,27,High
2,3,3,4,2,2,2,18,Moderate
4,4,4,4,4,4,4,28,High
4,4,4,1,4,1,2,20,High
4,3,3,4,3,2,3,22,High
2,3,2,3,1,2,2,15,Moderate
2,1,2,1,3,4,1,14,Moderate
2,3,2,3,2,4,3,19,High
2,2,3,2,2,3,2,16,Moderate
3,3,3,2,2,1,1,15,Moderate
3,2,3,4,1,3,2,18,Moderate
1,1,1,1,1,1,1,7,Low
1,1,1,1,4,1,2,11,Moderate
1,1,3,2,1,2,2,12,Moderate
1,1,1,1,2,1,1,8,Low
2,1,3,2,2,1,1,12,Moderate
1,1,3,2,3,2,2,14,Moderate
3,3,2,2,2,2,3,17,Moderate
3,3,2,2,2,3,3,18,Moderate
2,3,2,3,2,2,3,17,Moderate
2,1,1,2,1,1,1,9,Low
4,4,4,4,3,4,3,26,High
4,3,2,3,4,4,4,24,High
3,2,4,4,4,4,4,25,High
4,4,4,4,4,2,4,26,High
4,4,4,4,4,4,4,28,High
2,2,2,3,2,4,3,18,Moderate
3,4,4,3,3,3,2,22,High
3,4,4,3,4,3,4,25,High
3,4,4,3,4,4,4,26,High
2,2,3,4,3,2,4,20,High
3,2,4,4,2,3,4,22,High
1,2,3,1,3,3,2,15,Moderate
4,2,4,4,3,3,3,23,High
3,3,4,4,4,4,2,24,High
1,1,1,1,2,2,2,10,Moderate
3,3,4,4,3,3,3,23,High
2,4,2,4,2,2,2,18,Moderate
4,4,4,4,4,4,4,28,High
2,1,3,3,2,1,2,14,Moderate
4,3,3,4,4,4,3,25,High
2,2,1,1,2,1,2,11,Moderate
1,1,4,1,2,2,1,12,Moderate
2,3,4,2,4,4,3,22,High
3,4,3,3,3,3,4,23,High
3,2,1,2,1,3,4,16,Moderate
1,1,1,1,1,1,1,7,Low
2,3,3,3,3,4,4,22,High
4,4,4,4,4,3,4,27,High
4,4,4,4,4,4,2,26,High
2,2,2,2,2,3,2,15,Moderate
4,4,4,4,3,4,3,26,High
2,3,3,3,3,4,3,21,High
2,2,4,2,4,2,2,18,Moderate
1,2,3,1,2,2,2,13,Moderate
2,2,1,4,2,4,1,16,Moderate
2,2,3,2,3,3,2,17,Moderate
2,2,2,2,1,2,2,13,Moderate
4,2,4,4,2,2,4,22,High
4,2,4,4,4,2,4,24,High
3,3,2,3,1,4,2,18,Moderate
4,2,2,2,2,4,4,20,High
3,3,3,3,3,4,2,21,High
4,2,2,4,4,3,4,23,High
2,2,3,2,2,1,2,14,Moderate
2,1,1,1,1,2,2,10,Moderate
1,1,2,1,1,1,1,8,Low
4,4,4,4,4,4,3,27,High
2,2,1,2,1,2,1,11,Moderate
4,4,4,3,4,4,4,27,High
4,4,4,4,4,4,1,25,High
4,3,4,4,4,3,4,26,High
2,2,2,2,2,2,1,13,Moderate
3,4,3,4,4,4,3,25,High
2,3,3,3,3,2,2,18,Moderate
4,1,1,4,1,2,4,17,Moderate
3,2,2,2,1,3,1,14,Moderate
1,2,1,1,1,1,1,8,Low
3,3,3,3,3,4,3,22,High
3,3,1,4,3,3,1,18,Moderate
2,2,2,2,2,2,1,13,Moderate
1,2,1,1,2,2,2,11,Moderate
4,3,4,3,3,4,3,24,High
3,3,2,3,2,3,2,18,Moderate
2,2,2,2,1,2,1,12,Moderate
2,2,2,2,2,2,1,13,Moderate
1,2,1,2,2,2,2,12,Moderate
4,3,4,3,2,2,3,21,High
4,2,4,4,4,4,4,26,High
2,2,2,4,3,2,2,17,Moderate
4,4,3,4,4,4,3,26,High
1,3,3,1,3,3,1,15,Moderate
3,3,2,3,3,3,3,20,High
4,4,3,4,4,4,4,27,High
2,2,4,4,1,3,2,18,Moderate
4,2,3,4,2,4,1,20,High
2,2,3,1,2,2,2,14,Moderate
4,3,4,4,4,4,2,25,High
1,2,1,1,1,2,1,9,Low
4,3,2,3,3,3,1,19,High
3,4,4,3,4,4,1,23,High
3,2,2,1,2,2,1,13,Moderate
1,1,1,2,1,1,1,8,Low
3,4,2,4,3,3,4,23,High
1,1,3,1,2,1,1,10,Moderate
3,2,3,2,3,1,1,15,Moderate
2,2,2,3,2,3,2,16,Moderate
2,1,2,2,2,2,2,13,Moderate
2,1,2,3,1,1,1,11,Moderate
1,2,2,1,2,2,2,12,Moderate
4,2,2,3,2,3,1,17,Moderate
3,2,3,3,4,2,2,19,High
1,1,2,1,1,2,1,9,Low
3,4,1,3,2,2,3,18,Moderate
4,3,4,4,2,4,4,25,High
4,4,4,4,4,4,2,26,High
2,1,2,4,2,1,2,14,Moderate
3,2,4,3,3,3,4,22,High
4,4,4,4,4,2,4,26,High
1,2,3,3,3,1,1,14,Moderate
2,2,3,2,2,1,2,14,Moderate
2,1,1,4,1,2,1,12,Moderate
1,1,1,3,1,2,3,12,Moderate
1,1,1,1,1,1,1,7,Low
2,2,1,1,1,2,1,10,Moderate
2,3,1,2,2,2,1,13,Moderate
2,2,2,2,3,2,2,15,Moderate
3,3,3,3,3,2,3,20,High
2,2,2,2,2,2,2,14,Moderate
1,1,2,2,1,1,1,9,Low
2,2,3,3,2,2,3,17,Moderate
2,4,2,2,2,1,4,17,Moderate
4,4,4,4,4,4,2,26,High
1,1,1,1,1,2,1,8,Low
4,4,4,4,4,4,4,28,High
4,4,4,4,4,4,3,27,High
2,4,3,4,4,4,2,23,High
2,2,4,3,3,1,2,17,Moderate
